pH_Class,Potability,Hardness,Sulfate,Conductivity,Organic_carbon,Chloramines,Solids,Trihalomethanes,hardness_solids,hardness_chloramines,sulfate_organic_carbon,conductivity_organic_carbon,conductivity_trihalomethanes
5,0,0.48772313147118374,0.6004885738651841,0.48101492290672104,0.5472350715311843,0.5197072404100299,0.3523892412555506,0.271892789978682,0.8401123727267343,1.0074303718812136,1.1477236453963684,1.0282499944379053,0.752907712885403
4,0,0.7713686743662201,,0.39028340169094405,0.5262254356784322,0.7066249346777004,0.4974148112573156,0.5344958425562338,1.2687834856235358,1.4779936090439205,,0.9165088373693762,0.9247792442471778
5,0,0.6924506784945145,0.7176912816932655,0.5243165171583912,0.14621979345866726,0.620806924814842,0.4672542770694167,0.3111516230651243,1.1597049555639312,1.3132576033093564,0.8639110751519328,0.6705363106170585,0.8354681402235156
3,0,0.5181690079848537,0.5564658705817396,0.39143701622617816,0.23128572808832604,0.5384081508306876,0.3940962044658528,0.8006472791150968,0.9122652124507065,1.0565771588155413,0.7877515986700656,0.6227227443145043,1.192084295341275
5,0,0.4003351332436348,0.485878823390705,0.31391004198738554,0.4070444808188041,0.6249407866831085,0.27325079893087806,0.5758384992740787,0.6735859321745128,1.0252759199267434,0.892923304209509,0.7209545228061897,0.8897485412614643
5,0,0.39037667696536116,,0.19007702016898026,0.5525768269690458,0.6133322152383814,0.3322532037680948,0.477714603544547,0.7226298807334559,1.0037088922037425,,0.742653847138026,0.6677916237135273
2,0,0.6745601432485375,0.6231260062392577,0.15382343885431954,0.28559868200262095,0.5199874455816123,0.5225055810805339,0.5111475056397303,1.1970657243290714,1.1945475888301498,0.9087246882418787,0.4394221208569405,0.6649709444940499
4,0,0.6006189141607131,0.5642990088034244,0.32849777845523037,0.4428392785725579,0.3932336510352005,0.3389559289290753,0.13935943412552768,0.9395748430897883,0.9938525651959136,1.0071382873759824,0.7713370570277882,0.4678572125807581
5,0,0.660351746437548,0.7270497172400852,0.20094782152706986,0.5642564053565858,0.6621403557742774,0.581364771641444,,1.241716518078992,1.3224921022118254,1.291306122596671,0.7652042268836556,
5,0,0.5357853647695795,,0.37922235200640925,0.39006784646560716,0.6168219442956782,0.3995533415882959,0.3870026842461331,0.9353387063578754,1.1526073090652575,,0.7692901984720164,0.7662250362525423
5,0,0.29129490093790433,,0.41051366030666697,0.3417493967353912,0.4839324782868822,0.5308644998821136,0.6290426087335232,0.8221594008200179,0.7752273792247866,,0.7522630570420581,1.0395562690401903
4,0,0.5980391824452148,,0.3158545949056533,0.4878548912298354,0.588805626970291,0.3529051671710329,0.5122083038348015,0.9509443496162477,1.186844809415506,,0.8037094861354888,0.8280628987404548
3,0,0.6933004237101528,0.6971935820959514,0.8537794228400779,0.4273249591556908,0.675638054355115,0.5673143558296305,0.6148188391030811,1.2606147795397833,1.3689384780652678,1.1245185412516423,1.2811043819957688,1.468598261943159
5,0,0.20324405009972926,,0.5324578577049512,0.3506181122876827,0.6313350318661077,0.4449333738675285,0.544628220180608,0.6481774239672577,0.834579081965837,,0.8830759699926339,1.0770860778855593
5,0,0.5940271245045089,0.5623417219279329,0.26553071590720295,0.5304654588837882,0.32486239013399687,0.2053901007680882,0.39882855734474815,0.7994172252725971,0.9188895146385058,1.092807180811721,0.7959961747909912,0.6643592732519511
4,0,0.48045568329108057,0.6257105059337161,0.5590523221806456,0.578073305681852,0.4293609779129108,0.4046191272251776,0.4077088352702462,0.8850748105162582,0.9098166612039913,1.2037838116155681,1.1371256278624977,0.9667611574508919
4,0,0.4920611045584522,0.4221197837996504,0.43114237656898885,0.29117335975528913,0.2701398374636387,0.10544735714496714,0.7244517667539121,0.5975084617034193,0.7622009420220909,0.7132931435549396,0.722315736324278,1.155594143322901
3,0,0.24979807133974094,0.4774531909424571,0.5646409392619629,0.26060614894889433,0.5243446700255948,0.5402177458415122,0.3846200065996755,0.7900158171812531,0.7741427413653358,0.7380593398913514,0.8252470882108572,0.9492609458616383
4,0,0.30291943142516153,0.4861260681095779,0.6560534051915574,0.4553106648350761,0.527629194153062,0.31424425474236456,0.46372016279800493,0.617163686167526,0.8305486255782235,0.941436732944654,1.1113640700266334,1.1197735679895624
5,0,0.7065735214860026,,0.29982718544810144,0.6323528375201107,0.5609991905596792,0.3720982177756737,0.5611616106273803,1.0786717392616763,1.267572712045682,,0.9321800229682122,0.8609887960754818
5,0,0.6234091457618294,0.6119989790139388,0.42620624684760827,0.5199936538719645,0.4106713710864388,0.23870330224350356,0.39439568948909187,0.8621124480053329,1.034080516848268,1.1319926328859033,0.9461999007195727,0.8206019363367001
4,0,0.5946061790732468,,0.35241310105548257,0.44960873721765027,0.5020751394719836,0.4158823375158941,0.7284104579108674,1.0104885165891409,1.0966813185452304,,0.8020218382731328,1.08082355896635
2,0,0.4037116628752445,0.44746913446260217,0.22015115202221053,0.2878249774298209,0.5064328062200493,0.37284711726526004,0.641827396720583,0.7765587801405045,0.9101444690952938,0.735294111892423,0.5079761294520314,0.8619785487427936
2,0,0.4215129453178974,0.561581845731657,0.5002619284380707,0.4738417187811601,0.4957002171578348,0.6180190584861716,0.40434180118999347,1.039532003804069,0.9172131624757323,1.0354235645128171,0.9741036472192308,0.9046037296280642
4,0,0.4688274334288629,0.5277938223409148,0.5177808896497325,0.5381419287973442,0.42308650009337406,0.3964634899130494,0.46236247852898743,0.8652909233419124,0.891913933522237,1.065935751138259,1.0559228184470766,0.9801433681787199
4,0,0.6169597302870276,0.70430792808698,0.42743001973072176,0.2602587843775739,0.7446612526561391,0.5185421108517085,0.5579271780606777,1.135501841138736,1.3616209829431667,0.9645667124645538,0.6876888041082956,0.9853571977913995
1,0,0.6758714170912717,,0.4002797257031913,0.5138643408546065,0.5770984187838677,0.4657757058500625,0.4345333038096835,1.1416471229413343,1.2529698358751395,,0.9141440665577978,0.8348130295128748
3,0,0.43997135585931835,,0.4583064701631651,0.6091600806077234,0.5775908374109612,0.20048285075608602,,0.6404542066154044,1.0175621932702796,,1.0674665507708885,
4,0,0.5713976096908681,0.5182863097274205,0.5642340436137592,0.35755341025828513,0.4817160969711138,0.15179360317434276,0.6520171482814041,0.7231912128652108,1.0531137066619818,0.8758397199857056,0.9217874538720443,1.2162511918951633
3,0,0.7672356543387305,0.7233948455138741,0.5816735319828064,0.38531763414522435,0.5711623742812882,0.44243468850861617,0.6630737650692611,1.2096703428473468,1.3383980286200188,1.1087124796590984,0.9669911661280307,1.2447472970520674
4,0,0.3134012924001396,0.3917512048877547,0.6853378775058527,0.292485616267443,0.3738353707496828,0.38594283991048023,0.7649446648589486,0.6993441323106198,0.6872366631498223,0.6842368211551977,0.9778234937732957,1.4502825423648014
4,0,0.5367791627939194,,0.41226588627756794,0.2033587093684026,0.5892248666034969,0.21008951276686233,0.5663496203705973,0.7468686755607816,1.1260040293974163,,0.6156245956459705,0.9786155066481652
4,0,0.6697444124453235,0.6290511849951801,0.4965036615312914,0.4468952062195831,0.5896665877000861,0.4406516611565024,0.5198216594181173,1.110396073601826,1.2594110001454095,1.0759463912147633,0.9433988677508744,1.0163253209494088
5,0,0.5504303754675165,0.5686392176396802,0.4354640067187748,0.5274345955694281,0.5047233980607093,0.3472440761784878,0.47503913022466093,0.8976744516460042,1.0551537735282257,1.0960738132091081,0.9628986022882029,0.9105031369434358
5,0,0.9171846691084261,0.765978165933551,0.5350540062694289,0.27385570829447053,0.4933954099857138,0.20246558735305423,0.545032440549708,1.1196502564614803,1.4105800790941398,1.0398338742280215,0.8089097145638995,1.080086446819137
5,0,0.5765045136775242,0.705633283960768,0.5691169943102745,0.4350096171359593,0.46758844647082964,0.4644368662931516,0.33784527216447224,1.040941379970676,1.0440929601483537,1.1406429010967272,1.004126611446234,0.9069622664747468
5,0,0.5460723664134588,0.5689286401067954,0.6883358187404394,0.3705356889786716,0.5719924805777749,0.2763651121768427,0.5546870542651633,0.8224374785903015,1.1180648469912335,0.9394643290854671,1.058871507719111,1.2430228730056028
5,0,0.5501642614367976,0.6485322398981164,0.41833020634760537,0.2692191059496106,0.5101910149006602,0.4827249646716135,0.4426042354226954,1.032889226108411,1.0603552763374577,0.917751345847727,0.687549312297216,0.8609344417703008
4,0,0.6909447019255296,,0.1916925472057714,0.6540250674507194,0.6345072954422212,0.32994803101928644,0.7496228317043384,1.020892732944816,1.3254519973677508,,0.8457176146564909,0.9413153789101099
5,0,0.7464310686236252,0.6946930350620453,0.7114271038597832,0.5343192357385091,0.4881702047892474,0.45387998757235776,0.47367762041919187,1.2003110561959829,1.2346012734128726,1.2290122708005544,1.2457463395982924,1.1851047242789752
4,0,0.5648134394620706,0.49792027212802037,0.6464175086468853,0.27539391860271334,0.402640912305899,0.18533673988742919,0.4479888821766452,0.7501501793494998,0.9674543517679697,0.7733141907307337,0.9218114272495986,1.0944063908235304
4,0,0.5456962470777782,0.5687909768973194,0.6410480441945217,0.5224647588213085,0.566355883988063,0.432910093819721,0.3287764914059236,0.9786063408974992,1.112052131065841,1.0912557357186279,1.1635128030158302,0.9698245356004452
4,0,0.6283771005570197,0.6050247009271655,0.26504272484485897,0.3242068558468958,0.4563475237873067,0.38669979329637794,0.7265805384482618,1.0150768938533976,1.0847246243443265,0.9292315567740613,0.5892495806917548,0.9916232632931208
3,0,0.32054017418209224,0.43065366604802824,0.45439075813419366,0.4850675357614932,0.6133397879240069,0.34748830216429877,0.710270363630385,0.6680284763463911,0.9338799621060991,0.9157212018095214,0.9394582938956868,1.1646611217645786
4,0,0.26440961414770425,0.45668949583537244,0.414349676466838,0.4384347542478666,0.45796237433377907,0.3990875089784493,0.5110718012866615,0.6634971231261535,0.7223719884814833,0.895124250083239,0.8527844307147046,0.9254214777534995
5,0,0.4201892991298315,0.5437635511635026,0.42932033402634323,0.3070603296260789,0.577224300130339,0.3373609024016276,0.5005023945485216,0.757550201531459,0.9974135992601705,0.8508238807895815,0.7363806636524222,0.9298227285748648
3,0,0.43311270744267294,0.4778184594001692,0.29384025762035854,0.43212745001911346,0.5510379756102274,0.3954324323138717,0.4359562520841919,0.8285451397565446,0.9841506830529003,0.9099459094192827,0.7259677076394719,0.7297965097045505
4,0,0.6377876025789917,,0.5467689650809775,0.6109338794550637,0.6683020493010257,0.1838580324945283,0.5920520680891842,0.82164563507352,1.3060896518800174,,1.157702844536041,1.1388210331701618
5,0,0.4649421685132077,0.5096105110712092,0.5119387770828139,0.7527170977985458,0.5582550949500881,0.18908043273283393,0.4188979661750971,0.6540226012460416,1.0231972634632958,1.262327608869755,1.2646558748813597,0.930836743257911
5,0,0.44110789394729477,0.5682451643010199,0.7156748943376965,0.5936825424186224,0.6245314206025565,0.5883119760268466,0.8308518655009521,1.0294198699741415,1.0656393145498513,1.1619277067196423,1.309357436756319,1.5465267598386485
2,0,0.5127900908637495,,0.5011665113140138,0.4203357551418889,0.504457076640951,0.5660717586930938,0.3957892130832511,1.0788618495568434,1.0172471675047006,,0.9215022664559027,0.8969557243972649
5,0,0.568357617897356,0.6529179206999076,0.44332117518015596,0.570277611297937,0.6198663746948061,0.37219255026443826,0.500427033943229,0.9405501681617943,1.188223992592162,1.2231955319978445,1.0135987864780929,0.9437482091233849
5,0,0.6025199581148188,0.5824526662325643,0.49298019157775114,0.36103521678075245,0.5170414229813591,0.36480275446621546,0.5587922445273341,0.9673227125810343,1.119561381096178,0.9434878830133168,0.8540154083585036,1.0517724361050853
5,0,0.7515108115731202,0.6232644790930545,0.2847199166422349,0.2197497225414642,0.595069716406456,0.15274881201902793,0.6276918256686349,0.9042596235921481,1.3465805279795762,0.8430142016345187,0.5044696391836991,0.9124117423108697
4,0,0.5171127417314176,0.6219072265460214,0.1125730173328422,0.47650889871178514,0.4767982683263758,0.45079046746987805,0.5896921391427734,0.9679032092012957,0.9939110100577935,1.0984161252578066,0.5890819160446273,0.7022651564756156
5,0,0.5015995705122746,0.508883651943953,0.49341461744217413,0.575079120899265,0.28542198363840726,0.21208080078772218,0.3897803999593374,0.7136803712999967,0.7870215541506818,1.083962772843218,1.0684937383414392,0.8831950174015115
5,0,0.6355989705236043,0.5773342859062752,0.30122178107577363,0.4586882208940799,0.543081490493358,0.19686526565111284,,0.8324642361747171,1.1786804610169623,1.036022506800355,0.7599100019698535,
4,0,0.6487413048503843,0.6175691318041374,0.4614607018170886,0.14802536063330052,0.5441194977026735,0.20341600655840056,0.506157972700607,0.8521573114087848,1.1928608025530578,0.7655944924374379,0.609486062450389,0.9676186745176956
4,0,0.7429794524246497,0.8452207109228747,0.2761652956326586,0.5856645306109587,0.6289441102335647,0.5936466862573332,0.4847064355784518,1.3366261386819829,1.3719235626582145,1.4308852415338333,0.8618298262436173,0.7608717312111104
2,0,0.5970319939124827,0.6253887368173616,0.30152400152736764,0.6133463475823703,0.6432705698421378,0.32688241117195094,0.662409128443262,0.9239144050844337,1.2403025637546206,1.2387350843997318,0.9148703491097379,0.9639331299706297
4,0,0.6202306814098109,,0.33498885684331486,0.5604068760445327,0.5333470992147884,0.3538371659227454,0.5950583308127698,0.9740678473325562,1.1535777806245993,,0.8953957328878475,0.9300471876560847
5,0,0.518665389425758,0.648314896684288,0.1438959234057096,0.43085154010578286,0.7250995715847196,0.4554819535556677,0.5380211127759743,0.9741473429814257,1.2437649610104775,1.0791664367900708,0.5747474635114924,0.681917036181684
4,0,0.7777476305777913,0.6525701871202343,0.19050169707679626,0.5727933764631092,0.67761214823733,0.2262497790828081,0.6594661436809823,1.0039974096605995,1.4553597788151214,1.2253635635833435,0.7632950735399056,0.8499678407577786
5,0,0.7000569484393392,0.6615984468646061,0.38743485412722783,0.5337595512266103,0.3945715289254837,0.24645022872736264,0.4897952843396769,0.9465071771667019,1.094628477364823,1.1953579980912163,0.9211944053538381,0.8772301384669048
4,0,0.27243822765921766,0.31987991612948397,0.5392376773080381,0.4278124979029232,0.5116781948413625,0.14011979122255688,,0.41255801888177457,0.7841164225005801,0.7476924140324072,0.9670501752109613,
4,0,0.5410091189840722,,0.4565147736259076,0.4776596644565366,0.5465868993870254,0.6933590041998433,,1.2343681231839154,1.0875960183710975,,0.9341744380824442,
4,0,0.32444617134623976,0.5067657949753618,0.28103541332396725,0.6208370049897688,0.5275555001378028,0.4451537103489466,0.6527186981487584,0.7695998816951863,0.8520016714840426,1.1276027999651306,0.9018724183137361,0.9337541114727257
5,0,0.36104872548026457,,0.502678681875407,0.6284053920971797,0.5741712082887941,0.26346253243085926,0.39609911322356844,0.6245112579111238,0.9352199337690587,,1.1310840739725867,0.8987777950989755
5,0,0.6651534410449221,0.6826394606559405,0.1629367806951459,0.28270439081112725,0.5310761950474004,0.4449106113427521,0.5811921661446804,1.1100640523876741,1.1962296360923226,0.9653438514670678,0.44564117150627314,0.7441289468398262
4,0,0.796641351395509,,0.5669678958135427,0.53784466555194,0.7904070692490638,0.435824396500859,0.45674887775983763,1.2324657478963679,1.5870484206445727,,1.1048125613654827,1.0237167735733803
5,0,0.6667469016349535,0.6825094008146826,0.4385724015849191,0.5389385704075439,0.5847771812561977,0.46953269569320444,0.5874597550326611,1.136279597328158,1.2515240828911511,1.2214479712222266,0.9775109719924631,1.0260321566175803
5,0,0.6158602586641369,0.6832678109428731,0.35230327443100434,0.16783147704315177,0.6700795570007532,0.44876003774572876,0.4773412723352365,1.0646202964098657,1.28593981566489,0.8510992879860249,0.5201347514741561,0.8296445467662408
5,0,0.7444484026888716,0.8662661010143404,0.4961589016384735,0.42226182506656784,0.7478784052621321,0.47692527372693005,0.6770992401005614,1.2213736764158016,1.4923268079510037,1.2885279260809082,0.9184207267050413,1.1732581417390349
4,0,0.5813909160267068,0.6627269107034415,0.3177091330948842,0.35795639012165215,0.7251922064140872,0.40378275108371803,0.5434173093028843,0.9851736671104248,1.306583122440794,1.0206833008250937,0.6756655232165363,0.8611264423977685
5,0,0.6560540761474897,,0.5640671231438539,0.49176424932898266,0.44947166579442643,0.2672870063014719,0.892418582728758,0.9233410824489616,1.105525741941916,,1.0558313724728365,1.4564857058726117
4,0,0.561691808066943,0.5614919400703292,0.5251089007182976,0.5492408401218416,0.4579242870703178,0.27527771543313273,0.36887076236561656,0.8369695235000757,1.0196160951372608,1.110732780192171,1.0743497408401392,0.8939796630839142
