pH_Class,Potability,Hardness,Sulfate,Conductivity,Organic_carbon,hardness_solids,hardness_chloramines,sulfate_organic_carbon,conductivity_organic_carbon,conductivity_trihalomethanes
5,0,0.2912949009379043,,0.4105136603066669,0.3417493967353912,0.8221594008200179,0.7752273792247866,,0.7522630570420581,1.0395562690401905
4,0,0.5980391824452148,,0.3158545949056533,0.4878548912298354,0.9509443496162476,1.186844809415506,,0.8037094861354888,0.8280628987404548
3,0,0.6933004237101528,0.6971935820959514,0.8537794228400779,0.4273249591556908,1.2606147795397833,1.3689384780652678,1.1245185412516423,1.2811043819957688,1.468598261943159
5,0,0.2032440500997292,,0.5324578577049512,0.3506181122876827,0.6481774239672577,0.834579081965837,,0.8830759699926339,1.077086077885559
5,0,0.5940271245045089,0.5623417219279329,0.2655307159072029,0.5304654588837882,0.7994172252725971,0.9188895146385058,1.092807180811721,0.7959961747909912,0.6643592732519511
4,0,0.4804556832910805,0.6257105059337161,0.5590523221806456,0.578073305681852,0.8850748105162582,0.9098166612039912,1.203783811615568,1.1371256278624975,0.966761157450892
4,0,0.4920611045584522,0.4221197837996504,0.4311423765689888,0.2911733597552891,0.5975084617034193,0.7622009420220909,0.7132931435549396,0.722315736324278,1.155594143322901
3,0,0.2497980713397409,0.4774531909424571,0.5646409392619629,0.2606061489488943,0.7900158171812531,0.7741427413653358,0.7380593398913514,0.8252470882108572,0.9492609458616384
4,0,0.3029194314251615,0.4861260681095779,0.6560534051915574,0.4553106648350761,0.617163686167526,0.8305486255782235,0.941436732944654,1.1113640700266334,1.1197735679895624
5,0,0.7065735214860026,,0.2998271854481014,0.6323528375201107,1.0786717392616765,1.267572712045682,,0.9321800229682122,0.8609887960754818
5,0,0.6234091457618294,0.6119989790139388,0.4262062468476082,0.5199936538719645,0.8621124480053329,1.034080516848268,1.1319926328859031,0.9461999007195728,0.8206019363367001
4,0,0.5946061790732468,,0.3524131010554825,0.4496087372176502,1.0104885165891409,1.0966813185452304,,0.8020218382731328,1.08082355896635
2,0,0.4037116628752445,0.4474691344626021,0.2201511520222105,0.2878249774298209,0.7765587801405045,0.9101444690952938,0.735294111892423,0.5079761294520314,0.8619785487427936
2,0,0.4215129453178974,0.561581845731657,0.5002619284380707,0.4738417187811601,1.039532003804069,0.9172131624757324,1.0354235645128171,0.9741036472192308,0.9046037296280642
4,0,0.4688274334288629,0.5277938223409148,0.5177808896497325,0.5381419287973442,0.8652909233419124,0.891913933522237,1.065935751138259,1.0559228184470766,0.98014336817872
4,0,0.6169597302870276,0.70430792808698,0.4274300197307217,0.2602587843775739,1.135501841138736,1.3616209829431667,0.9645667124645538,0.6876888041082956,0.9853571977913996
1,0,0.6758714170912717,,0.4002797257031913,0.5138643408546065,1.1416471229413343,1.2529698358751395,,0.9141440665577978,0.8348130295128748
3,0,0.4399713558593183,,0.4583064701631651,0.6091600806077234,0.6404542066154044,1.0175621932702796,,1.0674665507708885,
4,0,0.5713976096908681,0.5182863097274205,0.5642340436137592,0.3575534102582851,0.7231912128652108,1.0531137066619818,0.8758397199857056,0.9217874538720444,1.2162511918951633
3,0,0.7672356543387305,0.7233948455138741,0.5816735319828064,0.3853176341452243,1.2096703428473468,1.3383980286200188,1.1087124796590984,0.9669911661280308,1.2447472970520674
4,0,0.3134012924001396,0.3917512048877547,0.6853378775058527,0.292485616267443,0.6993441323106198,0.6872366631498223,0.6842368211551977,0.9778234937732956,1.4502825423648014
4,0,0.5367791627939194,,0.4122658862775679,0.2033587093684026,0.7468686755607816,1.1260040293974165,,0.6156245956459705,0.9786155066481652
4,0,0.6697444124453235,0.6290511849951801,0.4965036615312914,0.4468952062195831,1.110396073601826,1.2594110001454095,1.075946391214763,0.9433988677508744,1.0163253209494088
5,0,0.5504303754675165,0.5686392176396802,0.4354640067187748,0.5274345955694281,0.8976744516460042,1.0551537735282257,1.096073813209108,0.9628986022882028,0.9105031369434358
5,0,0.917184669108426,0.765978165933551,0.5350540062694289,0.2738557082944705,1.1196502564614803,1.4105800790941398,1.0398338742280215,0.8089097145638995,1.080086446819137
5,0,0.5765045136775242,0.705633283960768,0.5691169943102745,0.4350096171359593,1.040941379970676,1.0440929601483535,1.1406429010967272,1.004126611446234,0.9069622664747468
5,0,0.5460723664134588,0.5689286401067954,0.6883358187404394,0.3705356889786716,0.8224374785903015,1.1180648469912335,0.9394643290854672,1.058871507719111,1.2430228730056028
5,0,0.5501642614367976,0.6485322398981164,0.4183302063476053,0.2692191059496106,1.032889226108411,1.0603552763374575,0.917751345847727,0.687549312297216,0.8609344417703008
4,0,0.6909447019255296,,0.1916925472057714,0.6540250674507194,1.020892732944816,1.3254519973677508,,0.8457176146564909,0.94131537891011
5,0,0.7464310686236252,0.6946930350620453,0.7114271038597832,0.5343192357385091,1.2003110561959829,1.2346012734128726,1.2290122708005544,1.2457463395982924,1.1851047242789752
4,0,0.5648134394620706,0.4979202721280203,0.6464175086468853,0.2753939186027133,0.7501501793494998,0.9674543517679696,0.7733141907307337,0.9218114272495986,1.0944063908235304
4,0,0.5456962470777782,0.5687909768973194,0.6410480441945217,0.5224647588213085,0.9786063408974992,1.112052131065841,1.091255735718628,1.1635128030158302,0.9698245356004452
4,0,0.6283771005570197,0.6050247009271655,0.2650427248448589,0.3242068558468958,1.0150768938533976,1.0847246243443265,0.9292315567740612,0.5892495806917548,0.9916232632931208
3,0,0.3205401741820922,0.4306536660480282,0.4543907581341936,0.4850675357614932,0.6680284763463911,0.9338799621060992,0.9157212018095214,0.9394582938956868,1.1646611217645786
4,0,0.2644096141477042,0.4566894958353724,0.414349676466838,0.4384347542478666,0.6634971231261535,0.7223719884814833,0.895124250083239,0.8527844307147046,0.9254214777534996
5,0,0.4201892991298315,0.5437635511635026,0.4293203340263432,0.3070603296260789,0.757550201531459,0.9974135992601704,0.8508238807895815,0.7363806636524222,0.9298227285748648
3,0,0.4331127074426729,0.4778184594001692,0.2938402576203585,0.4321274500191134,0.8285451397565446,0.9841506830529004,0.9099459094192828,0.7259677076394719,0.7297965097045505
4,0,0.6377876025789917,,0.5467689650809775,0.6109338794550637,0.82164563507352,1.3060896518800174,,1.157702844536041,1.1388210331701618
5,0,0.4649421685132077,0.5096105110712092,0.5119387770828139,0.7527170977985458,0.6540226012460416,1.0231972634632958,1.262327608869755,1.2646558748813597,0.930836743257911
5,0,0.4411078939472947,0.5682451643010199,0.7156748943376965,0.5936825424186224,1.0294198699741417,1.0656393145498513,1.1619277067196423,1.309357436756319,1.5465267598386483
2,0,0.5127900908637495,,0.5011665113140138,0.4203357551418889,1.0788618495568434,1.0172471675047006,,0.9215022664559028,0.8969557243972649
5,0,0.568357617897356,0.6529179206999076,0.4433211751801559,0.570277611297937,0.9405501681617944,1.188223992592162,1.2231955319978445,1.0135987864780929,0.9437482091233848
5,0,0.6025199581148188,0.5824526662325643,0.4929801915777511,0.3610352167807524,0.9673227125810344,1.119561381096178,0.9434878830133168,0.8540154083585036,1.0517724361050853
5,0,0.7515108115731202,0.6232644790930545,0.2847199166422349,0.2197497225414642,0.904259623592148,1.3465805279795762,0.8430142016345187,0.5044696391836991,0.9124117423108696
4,0,0.5171127417314176,0.6219072265460214,0.1125730173328422,0.4765088987117851,0.9679032092012956,0.9939110100577936,1.0984161252578066,0.5890819160446273,0.7022651564756156
5,0,0.5015995705122746,0.508883651943953,0.4934146174421741,0.575079120899265,0.7136803712999967,0.7870215541506818,1.083962772843218,1.0684937383414392,0.8831950174015115
5,0,0.6355989705236043,0.5773342859062752,0.3012217810757736,0.4586882208940799,0.8324642361747171,1.1786804610169623,1.036022506800355,0.7599100019698535,
4,0,0.6487413048503843,0.6175691318041374,0.4614607018170886,0.1480253606333005,0.8521573114087848,1.1928608025530578,0.7655944924374379,0.609486062450389,0.9676186745176956
4,0,0.7429794524246497,0.8452207109228747,0.2761652956326586,0.5856645306109587,1.3366261386819829,1.3719235626582145,1.4308852415338331,0.8618298262436173,0.7608717312111104
2,0,0.5970319939124827,0.6253887368173616,0.3015240015273676,0.6133463475823703,0.9239144050844336,1.2403025637546206,1.2387350843997318,0.914870349109738,0.9639331299706296
4,0,0.6202306814098109,,0.3349888568433148,0.5604068760445327,0.9740678473325562,1.1535777806245993,,0.8953957328878475,0.9300471876560849
5,0,0.518665389425758,0.648314896684288,0.1438959234057096,0.4308515401057828,0.9741473429814256,1.2437649610104775,1.0791664367900708,0.5747474635114924,0.681917036181684
4,0,0.7777476305777913,0.6525701871202343,0.1905016970767962,0.5727933764631092,1.0039974096605997,1.4553597788151214,1.2253635635833435,0.7632950735399056,0.8499678407577786
5,0,0.7000569484393392,0.6615984468646061,0.3874348541272278,0.5337595512266103,0.946507177166702,1.094628477364823,1.1953579980912163,0.921194405353838,0.8772301384669048
4,0,0.2724382276592176,0.3198799161294839,0.5392376773080381,0.4278124979029232,0.4125580188817745,0.7841164225005801,0.7476924140324072,0.9670501752109611,
4,0,0.5410091189840722,,0.4565147736259076,0.4776596644565366,1.2343681231839154,1.0875960183710975,,0.9341744380824442,
4,0,0.3244461713462397,0.5067657949753618,0.2810354133239672,0.6208370049897688,0.7695998816951863,0.8520016714840426,1.1276027999651306,0.901872418313736,0.9337541114727256
5,0,0.3610487254802645,,0.502678681875407,0.6284053920971797,0.6245112579111238,0.9352199337690588,,1.1310840739725867,0.8987777950989755
5,0,0.6651534410449221,0.6826394606559405,0.1629367806951459,0.2827043908111272,1.110064052387674,1.1962296360923226,0.9653438514670678,0.4456411715062731,0.7441289468398262
4,0,0.796641351395509,,0.5669678958135427,0.53784466555194,1.232465747896368,1.5870484206445727,,1.104812561365483,1.0237167735733803
5,0,0.6667469016349535,0.6825094008146826,0.4385724015849191,0.5389385704075439,1.136279597328158,1.2515240828911511,1.2214479712222266,0.9775109719924632,1.0260321566175803
5,0,0.6158602586641369,0.6832678109428731,0.3523032744310043,0.1678314770431517,1.0646202964098657,1.28593981566489,0.8510992879860249,0.5201347514741561,0.8296445467662408
5,0,0.7444484026888716,0.8662661010143404,0.4961589016384735,0.4222618250665678,1.2213736764158016,1.4923268079510037,1.2885279260809082,0.9184207267050412,1.1732581417390349
4,0,0.5813909160267068,0.6627269107034415,0.3177091330948842,0.3579563901216521,0.9851736671104248,1.306583122440794,1.0206833008250935,0.6756655232165363,0.8611264423977685
5,0,0.6560540761474897,,0.5640671231438539,0.4917642493289826,0.9233410824489616,1.105525741941916,,1.0558313724728363,1.4564857058726115
4,0,0.561691808066943,0.5614919400703292,0.5251089007182976,0.5492408401218416,0.8369695235000757,1.0196160951372608,1.110732780192171,1.0743497408401392,0.8939796630839142
4,0,0.3788923875693886,0.3179743712202547,0.448406532831228,0.5005648409204626,0.5527374591440587,0.6448513032876636,0.8185392121407173,0.9489713737516908,0.9632932270489378
3,0,0.3913406174310571,0.5428944928447568,0.5580984949231818,0.6173371088864307,0.9602619176103764,0.9212410047582532,1.1602316017311876,1.1754356038096123,1.0647859248652058
4,0,0.3928604937222121,0.4173165918100441,0.4514475734768852,0.6199506485203804,0.6826868294982671,0.7501444516111632,1.0372672403304244,1.0713982219972655,0.8957813378846808
4,0,0.7198726492196892,0.7686352334254078,0.5109279865523482,0.3650704289640118,1.24279311752557,1.4465760608020242,1.1337056623894195,0.87599841551636,0.6981634679249351
4,0,0.5443390156351023,0.7116644865097375,0.3122741188801871,0.685762946029001,1.1294488784822023,1.1532213802728557,1.3974274325387386,0.998037064909188,0.6459370442766068
4,0,0.5240512221946668,0.5405972157243427,0.4664765885718859,0.657857887913651,0.9809578225598786,1.0546529286209312,1.1984551036379938,1.124334476485537,0.9548791861455084
4,0,0.4110939428236067,0.5023101174385688,0.2549343788689781,0.3873186189795107,0.6484128087600219,0.9693799425629596,0.8896287364180795,0.6422529978484888,0.8090423267415532
5,0,0.4732345030885247,0.5835814105779005,0.3769071121293063,0.5262935508276165,0.92496603393779,1.1506519392429888,1.109874961405517,0.9032006629569228,1.03122684161808
5,0,0.5607041285205674,0.5627885763550491,0.4404896521007325,0.457435475437229,0.7695642343346569,0.98877890017296,1.0202240517922785,0.8979251275379616,0.950062696965271
5,0,0.5567145752214461,0.6112000163005539,0.6017481833933187,0.5341871265665987,0.9970703481680344,1.0976473845094512,1.1453871428671527,1.1359353099599174,1.1330833518630707
5,0,0.807389064072626,,0.8587315416722128,0.6890441177131287,1.0613980020244345,1.2426681736066048,,1.5477756593853416,1.2986342306877203
5,0,0.4351019519114123,,0.6729904232602391,0.349379563069917,0.7737154284111016,0.7960509968674379,,1.022369986330156,
4,0,0.5064336638933088,0.6354622449100089,0.3356483444745908,0.3987119404907919,1.2587239737239209,0.9593305298100788,1.0341741854008009,0.7343602849653827,0.8063059787468143
4,0,0.5689038532126213,0.5943056606470986,0.5036263746166776,0.5284831552054583,0.9764823879146604,1.1615704187556464,1.122788815852557,1.032109529822136,1.1966972179696231
3,0,0.6290231077943508,0.5186995506145254,0.3583569126411742,0.606714082074528,0.9817258450129724,1.0907513294073856,1.1254136326890536,0.9650709947157023,0.7897159474935304
4,0,0.5277811002746062,0.559344949279644,0.6160822504332812,0.478449783039697,0.7432213897052115,0.955728101418354,1.037794732319341,1.0945320334729782,1.1007980046394596
5,0,0.3974336848078694,,0.5410879797098056,0.5794232348644608,0.7216395194420449,1.0016646851147553,,1.1205112145742664,1.1189729838555775
5,0,0.7865068782523149,0.6541150539764466,0.3002711540202756,0.4922255522945588,0.9203311461333668,1.4125506956072285,1.146340606271005,0.7924967063148345,0.7213860031541345
5,0,0.3824210839783433,0.5799163286517884,0.4121354640642041,0.5544131769156031,0.7653170700807075,0.8969969023571649,1.1343295055673916,0.9665486409798072,1.1362805713928534
3,0,0.2079147200093845,,0.3275837551542329,0.4957987926352553,0.5320051871646223,0.7215672377242587,,0.8233825477894883,1.1219781823269532
4,0,0.5521415187160469,0.6521201693776812,0.4180234533973329,0.319516945200331,0.8146960426105665,1.2995815889355309,0.9716371145780124,0.7375403985976638,1.2252852697215622
3,0,0.3903591437206779,0.4772576565879595,0.2312077127907563,0.3641681607857516,0.7940697649969772,0.8740586560348143,0.8414258173737111,0.595375873576508,0.9203925666367704
4,0,0.5433417760070995,0.4581700422513707,0.1274956567239477,0.2930136120964691,0.827978255817773,0.8685310890721338,0.7511836543478398,0.4205092688204169,0.719825137558286
3,0,0.4836588321618559,0.5484251192085305,0.7098102034541007,0.3908570140116124,0.7009730002110511,1.158828020480861,0.939282133220143,1.100667217465713,1.2070452517615262
4,0,0.692092660286116,,0.4427171105779463,0.2476357739733881,1.0009035738673795,1.1226182933510778,,0.6903528845513345,0.9827541072557868
4,0,0.6142843856188239,0.5996808300706119,0.3059765151862483,0.2840653649276543,0.93724459809062,1.1583432232931452,0.8837461949982662,0.5900418801139027,0.7958650747224687
5,0,0.8481808214257799,0.6097077796250422,0.3739699324122577,0.486708063967657,1.211544958315551,1.3508578457436422,1.0964158435926992,0.8606779963799147,0.9125557721514648
5,0,0.5199550944697562,0.5100831141383967,0.3808415293664289,0.3707584930677755,0.7153926272578155,0.856096859850805,0.8808416072061722,0.7516000224342045,0.8769282064284618
5,0,0.5990357587061454,0.726798609993196,0.5173647422941636,0.4445100452636157,1.1586799977403348,1.2508675830377824,1.1713086552568115,0.9618747875577792,
4,0,0.6765370908948046,0.6001556286024048,0.5084737812991431,0.46742758681844,1.0270253402885938,1.1431658088641456,1.0675832154208449,0.9759013681175832,0.7992368541654115
5,0,0.726279954754302,,0.4500796203779227,0.5526687208965585,1.0419873847427397,1.3851973942738862,,1.002748341274481,0.971010711749062
5,0,0.7052910677337277,0.6788487396814464,0.3474868678273067,0.3317734589314309,1.0747163814012437,1.346992693866915,1.0106221986128774,0.6792603267587376,0.9569128695160802
4,0,0.3837220750674355,0.5660928483163887,0.5241012031751613,0.462608899433343,0.6634610641474017,0.999216310149256,1.0287017477497318,0.9867101026085044,1.0269341863462509
4,0,0.3411793215147284,0.4231214156554613,0.4083612180729152,0.5454345943795894,0.493789104256049,0.9107228933379666,0.9685560100350508,0.9537958124525046,0.8136436791030297
5,0,0.5615789822985006,0.5993340045537524,0.411124432830342,0.4551428485669958,0.7530338318332224,1.2533289735628803,1.0544768531207482,0.8662672813973378,0.914341397787648
4,0,0.8243726712115291,0.7259733152934793,0.4094078764936062,0.5579166553112478,1.058824736710812,1.4313239730949452,1.283889970604727,0.967324531804854,0.9626945905356232
5,0,0.4449430366833119,,0.5838905508469141,0.433566211873415,1.0948803658124049,0.9305004701705852,,1.0174567627203293,0.9065866969636344
5,0,0.5590903040181202,0.6343384889662662,0.2247049762927049,0.5925319303891101,0.9884841538985136,1.0769059252797986,1.2268704193553763,0.817236906681815,0.7757825466413981
5,0,0.573384273589803,0.6427449650507326,0.5260848767690649,0.388420553019987,0.9031695409495728,1.0789082841500317,1.0311655180707198,0.914505429789052,1.092704006989802
5,0,0.289137486057018,0.3938205058909975,0.5358395080540299,0.3733132789517757,0.4526672770070004,0.7178151999093628,0.7671337848427733,0.9091527870058056,1.2650289938009769
5,0,0.5757454510392521,0.6194410784859159,0.3812127088322322,0.5312516453905132,1.1486824059979726,1.0523794835749778,1.150692723876429,0.9124643542227452,1.0238804488038735
5,0,0.6761833676902868,,0.2644950382985181,0.2890912647063451,1.0179437451904132,1.1722990330476444,,0.5535863030048632,0.8874927546015274
5,0,0.6900649388168826,0.6919860579003416,0.2855322882080537,0.4690512751378571,1.1118300485643606,1.216290482525094,1.161037333038199,0.7545835633459108,0.8693151287328174
